designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 5966503082253043712",5966503082253043712,253.54726464729495,-41.87780481498426,0.7787475667518247,-11.265440467374235,-5.91907271418985,1.0387946,15.2512,1.3805237,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5685.1777,3.914,-0.5657,1308.6749,1.317,1.0526,0.5718
"Gaia DR3 5966503082253304960",5966503082253304960,253.54968595861843,-41.878080059221915,,,,,19.995054,1.2737885,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082253371520",5966503082253371520,253.54669128643198,-41.88332672505377,-1.5302438155102478,4.89807567880538,-2.472341837463483,1.0820115,20.698187,1.6323261,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082253521792",5966503082253521792,253.5499449085404,-41.8820094533929,,,,,21.047977,0.5788231,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503082256257664",5966503082256257664,253.55088427715546,-41.885700557346546,1.6864674766892827,1.8855486776831307,-6.957456438814246,1.063175,19.849957,2.0530872,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112303090688",5966503112303090688,253.56002658157806,-41.88039067235824,0.48490887540402844,-0.5540529063823583,-2.1265892204210033,1.0199976,18.805573,2.6590805,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3619.5796,4.2934,-0.7555,831.8315,1.9368,1.2913,0.7299
"Gaia DR3 5966503112303092864",5966503112303092864,253.56364895261657,-41.87839047140028,0.27287470240584316,-0.7031233065941509,-0.8997897681128018,1.0696765,18.043024,3.0103226,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4529.527,4.2482,-1.1244,551.0087,5.1128,3.4545,1.9368
"Gaia DR3 5966503112303374208",5966503112303374208,253.56443505466987,-41.875124861433505,0.3034300128028017,-0.606990099129701,-2.1602787692941576,1.0619131,18.293377,2.1798782,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3839.0583,4.6096,-0.3727,693.3258,1.4973,1.0246,0.5728
"Gaia DR3 5966503112303403264",5966503112303403264,253.5625038101267,-41.87171657700486,1.1731391935744535,0.3277099585549978,-1.861004878841838,1.0491145,19.059778,2.4107056,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309969024",5966503112309969024,253.54715423439563,-41.874120357730185,0.4477422796140459,-0.5224263076181975,-2.150331278376388,1.161006,17.210268,1.8583355,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503112309970688",5966503112309970688,253.54738702007762,-41.86369866403132,0.5568516349603644,-0.482781600350704,-2.5338962239622425,0.9754379,19.223862,3.1725368,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309972352",5966503112309972352,253.5492667566159,-41.867660901167014,0.9813197190669785,5.032595063630054,-1.2431473718484964,0.9478333,15.29286,1.1538439,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5764.9253,4.4413,-0.4703,853.0392,0.8236,0.672,0.3633
"Gaia DR3 5966503112309972736",5966503112309972736,253.54979917109014,-41.86543968777109,-0.0879805511582854,-2.644043210567187,-3.1754165988285576,1.1036912,20.101862,2.2597122,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309973504",5966503112309973504,253.55020804216701,-41.87303973622297,0.7350988127714188,0.23391363633216494,-2.629416206877262,1.3072008,20.193792,2.6558228,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309974272",5966503112309974272,253.55046008885805,-41.86908894275932,,,,,19.514277,2.8545952,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309974784",5966503112309974784,253.5511012845159,-41.87718547322823,0.4770771095321436,-0.9428339409617823,-2.0829260216295604,4.190624,12.365399,0.617363,-31.357517,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 5966503112309976832",5966503112309976832,253.553255838215,-41.866533284202966,0.6603276239225487,-0.842576494611702,-2.371967680734828,1.0692114,17.342484,2.2336712,,"VARIABLE",0,true,false,false,true,false,true,true,4769.517,4.269,-1.6316,797.7791,2.9082,2.1094,1.1704
"Gaia DR3 5966503112309977088",5966503112309977088,253.55346894322582,-41.87674197335085,0.45786330024979505,-2.261806512979964,0.9516838336102476,1.0086819,18.99741,2.3319778,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,4756.052,3.6686,0.4793,680.7166,9.6463,6.0506,3.4572
"Gaia DR3 5966503112309978752",5966503112309978752,253.5548596647386,-41.876529857198875,0.8216877128153125,-0.5599917249496551,-2.222162380930235,0.9786445,18.71715,2.3125858,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3488.0103,4.8119,-0.1061,415.7086,1.7462,1.1154,0.7036
"Gaia DR3 5966503112309979264",5966503112309979264,253.5552192165364,-41.87214679629785,,,,,20.444859,2.0097218,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503112309980160",5966503112309980160,253.5560484448593,-41.875348576601226,0.6550282075167285,-1.9190862188341542,-4.674303697417455,0.9632642,17.256916,1.5802784,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4865.341,4.7156,-1.0163,794.687,1.1937,0.9166,0.4987
"Gaia DR3 5966503112309980800",5966503112309980800,253.55621967214512,-41.86912829780612,0.5432064273045751,-0.5145215262975175,-2.329830036715519,0.89258665,18.707571,2.849718,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3444.0225,4.5252,-0.2818,528.3705,1.7877,1.1382,0.7099
"Gaia DR3 5966503112309986560",5966503112309986560,253.56285041572377,-41.874731815303576,0.31834076859458277,-6.092377324295416,-8.841523081435609,1.1973313,19.68297,3.3251457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599045248",5966503116599045248,253.56079522892196,-41.88426612116812,,,,,20.891178,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599062912",5966503116599062912,253.56240489048233,-41.87974508223455,1.1890466411760674,-1.9141937193958432,-2.3578230574931625,1.0669494,19.791836,2.2616653,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599064704",5966503116599064704,253.56330869852692,-41.87872095295054,0.1178284186591137,-2.3717696393434142,-3.419931520231028,1.0786713,19.40738,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599066368",5966503116599066368,253.56085903190058,-41.87969077688915,1.5001468324858898,-1.8257295298764245,-2.8945565787170833,1.1045606,19.98615,2.1313305,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599066496",5966503116599066496,253.56050340386417,-41.88003297771865,0.9207709456384339,-4.730366345340782,-6.505400546590573,1.2052554,19.709846,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599076864",5966503116599076864,253.56539851994378,-41.87417722300416,0.5448096483648562,-1.2177076932601776,-1.6888301255295286,1.0064588,20.153896,2.6860504,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599087232",5966503116599087232,253.56147794450038,-41.87372838173182,1.0118811924112456,-0.501715512598554,-1.5975787881259513,0.98948354,19.631245,2.428976,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599100032",5966503116599100032,253.560878542266,-41.870341070003896,1.1381119836401767,-1.804506256901392,-1.3915412643983034,1.0983307,19.872244,2.1649818,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599103360",5966503116599103360,253.55822125690975,-41.87060621149944,-0.5623087097600711,0.16669071410637448,-3.6329498083898555,1.386857,19.588642,2.4117641,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599110528",5966503116599110528,253.55118738053432,-41.87222929611071,-3.76930686919582,1.2050515197988936,-1.997996327323338,2.1509662,19.95689,3.324337,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599113216",5966503116599113216,253.55362508688916,-41.870170742641946,0.6260287892985781,-0.23069196796456395,-2.2962368398685653,0.9950616,17.040663,1.7858925,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503116599113856",5966503116599113856,253.55051907478892,-41.871924019122176,0.8461004183117162,0.880144366268014,-3.5735055833448524,1.2617271,20.001175,3.178381,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599117824",5966503116599117824,253.54615961291813,-41.87382764257743,0.20645108894571684,-0.896696059692466,-3.0984039703207698,1.1807718,19.04331,2.9203339,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599118848",5966503116599118848,253.54847094446225,-41.87222258461543,1.0508772675445024,0.11715150175690298,-2.7523118489010594,0.9939655,19.776548,2.5251656,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599122944",5966503116599122944,253.5510981225874,-41.86964582824578,0.8567303584910834,-0.344703600827669,-2.365091269848283,0.931484,19.229069,2.71657,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599126016",5966503116599126016,253.55064550255958,-41.8690115801391,,,,,20.04519,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599126144",5966503116599126144,253.5532681882448,-41.867344182897725,0.5032874467731858,0.19618429558727296,2.7521603416922895,1.0671154,19.185715,2.555153,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599128320",5966503116599128320,253.55150654855726,-41.86781543494895,0.2986235938530711,1.0212715307762956,-0.9489806742359419,1.030393,19.209753,2.4023438,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116599146240",5966503116599146240,253.55131104844725,-41.86347504749959,0.7113220813098914,-1.7309468308094678,-4.965002018860046,0.94893765,19.785442,2.653288,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116601538176",5966503116601538176,253.54876229690353,-41.86063617066408,-1.6281595859702345,0.8936752937441566,-2.019482231795561,1.0829787,20.509186,1.8789501,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116602579584",5966503116602579584,253.56376251333086,-41.87436847772042,-0.3393412365625769,-7.256405223985732,-9.612858715852521,0.989683,20.228483,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116602582272",5966503116602582272,253.5492371235342,-41.87227679555814,-0.6423915604797018,2.9629660371945077,-1.828147364128113,1.2333987,20.106897,2.2902012,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116602920704",5966503116602920704,253.54990704969464,-41.868667907328444,,,,,20.390217,2.2420769,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116602921984",5966503116602921984,253.54700103643697,-41.867025188266,0.4324826714421678,-1.5658736490927159,-2.3345459967221167,1.1506189,20.179077,1.5668278,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116608179712",5966503116608179712,253.55606755455284,-41.8715537746929,,,,,20.665648,2.2838535,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116608183936",5966503116608183936,253.55441944235696,-41.86641124659081,1.3297743808211362,2.2844895866666732,0.5478967205796295,1.1388186,20.336517,2.5409946,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116612375040",5966503116612375040,253.56145759568636,-41.88240755159887,0.48989752713890544,-2.147401615374998,-5.929706230473752,1.055569,18.943172,1.9944,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116612380928",5966503116612380928,253.5562371713944,-41.87994154353909,0.05429453466648087,-1.415354286442715,-3.0261549073039102,0.95190716,18.270514,3.661192,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4656.0728,2.9481,0.3689,1334.6339,9.4526,5.9199,3.3732
"Gaia DR3 5966503116612386944",5966503116612386944,253.55571595410484,-41.87409929382536,0.4749844305622665,-2.9807010431445065,-5.968214226845369,1.1362624,15.880049,2.4010267,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503116612387072",5966503116612387072,253.5589625611395,-41.871896946325954,0.02581456842977454,-1.6150792919394235,-2.4448158134168807,1.1205496,,,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3631.6213,0.6889,-0.196,4870.2153,9.9915,5.646,3.6331
"Gaia DR3 5966503116612387712",5966503116612387712,253.55389955888518,-41.87469437704488,0.5983429328947494,-0.15643205386519793,-2.205726060374807,0.9660678,14.170872,1.5690842,-21.26761,"VARIABLE",0,true,true,false,true,false,true,true,5595.4336,3.3714,-0.3984,1651.3867,1.757,1.3805,0.7524
"Gaia DR3 5966503116612390400",5966503116612390400,253.54768343018887,-41.87421829548079,0.5335415481796157,0.6053927500399634,0.3457323972561773,1.3630933,17.769327,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503116612391296",5966503116612391296,253.55400332554038,-41.86950119219146,0.604534751580051,-0.2516686669996856,-1.9694508934540733,1.0835327,14.40124,1.0190554,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503116612878208",5966503116612878208,253.56264105641463,-41.88102140217425,2.1959458739326903,-1.5675637096956518,1.2941167639814615,1.1615422,20.299194,1.4458466,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116613057536",5966503116613057536,253.55227075518056,-41.877004405145044,,,,,20.3305,0.122060776,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503116613112576",5966503116613112576,253.55365843832965,-41.87567660082205,,,,,20.764643,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503391484700672",5966503391484700672,253.49834775488944,-41.887138087697366,,,,,20.7068,1.7830448,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503593346237824",5966503593346237824,253.47976081902976,-41.874204383001384,,,,,20.215448,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503593346238592",5966503593346238592,253.48040780774252,-41.875248438778684,0.5924489186281563,0.9818133104398676,-0.46340576934599487,0.97658426,15.054711,1.0136433,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,7639.023,4.1469,-1.4727,1555.997,1.5187,1.31,0.7114
"Gaia DR3 5966503593346239744",5966503593346239744,253.48129752100948,-41.87754509613607,0.2917632932506867,-1.762481525239963,-5.25658217384509,1.1619266,15.935583,3.0658875,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,15008.251,3.7383,0.0436,2086.7568,7.9872,6.0287,3.4085
"Gaia DR3 5966503597635542912",5966503597635542912,253.492226704266,-41.88404044216988,0.47371732057200466,3.4515662260104514,-4.138086049999746,1.0246121,18.05946,2.090229,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3871.3164,4.7739,-0.4397,671.4169,0.5939,0.4199,0.2295
"Gaia DR3 5966503597635543040",5966503597635543040,253.49262950915045,-41.88371899259174,0.07588984213428907,-1.4665394707821215,-2.654541376573981,1.2478552,18.139849,3.4681587,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966503597635556864",5966503597635556864,253.48986511228264,-41.881339912383474,-0.008475900345111975,0.7301774936140055,2.1462192805679923,1.0628825,19.32978,1.6284885,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597635604096",5966503597635604096,253.48130901624884,-41.87578340155571,0.09804595737674214,-0.5661989354006149,-1.8889339235755338,0.95743,18.812214,1.3093014,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597637904768",5966503597637904768,253.48349449466426,-41.880350093069865,0.5769264492331561,-1.899790412845169,-5.555519602211586,1.5811595,14.234855,0.78469753,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,6212.103,3.4206,-4.028,2059.4148,0.8814,0.7405,0.4093
"Gaia DR3 5966503597637908224",5966503597637908224,253.48347673615078,-41.87774657153752,0.4171594357244366,0.7797936536585219,-2.0838193458609746,1.0080115,15.392246,1.3886709,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,9089.47,3.4334,-0.459,5090.022,2.9649,2.5354,1.3881
"Gaia DR3 5966503597640770048",5966503597640770048,253.48470482223647,-41.8780566359482,1.5054873574671184,-1.3090997389134293,-2.6238502858536714,1.0208665,19.333092,2.0570526,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597643109248",5966503597643109248,253.47937480492138,-41.875595862299726,,,,,20.79414,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597643111936",5966503597643111936,253.47988054505382,-41.877755840260434,,,,,20.596117,1.486845,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597648750336",5966503597648750336,253.4932225200604,-41.88419833782771,-0.30770335332808396,-4.134768808246546,-4.6134762930809075,1.2481881,19.018023,3.2518787,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597648767616",5966503597648767616,253.47981682765382,-41.875046640055125,1.1811686532520247,-4.314939592864839,-4.868886651138249,1.0361065,19.200169,1.3955584,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503597649600768",5966503597649600768,253.4868160173044,-41.883060416412626,,,,,20.932499,0.53089714,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
